"","plant_id","transition","size_t0","size_t1","leaf_length_t0","leaf_length_t1","leaf_width_t0","leaf_width_t1","no_fl","fl_stem_height","fl_infl_height","SL","surv","years","site","pr_fl"
"487",2306,1,NA,6,NA,80,NA,9,0,NA,NA,19,0,"2018 - 2019","Bad Lauchstädt",0
"488",2306,1,NA,3,NA,65,NA,6,0,NA,NA,19,0,"2018 - 2019","Bad Lauchstädt",0
"489",2306,1,NA,5,NA,90,NA,9,2,NA,NA,19,0,"2018 - 2019","Bad Lauchstädt",1
"490",2347,1,NA,4,NA,90,NA,9,0,NA,NA,19,0,"2018 - 2019","Bad Lauchstädt",0
"491",2347,1,NA,8,NA,90,NA,7,1,NA,NA,19,0,"2018 - 2019","Bad Lauchstädt",1
"492",2347,1,NA,4,NA,100,NA,7,0,NA,NA,19,0,"2018 - 2019","Bad Lauchstädt",0
"493",2348,1,NA,7,NA,75,NA,7,1,NA,NA,19,0,"2018 - 2019","Bad Lauchstädt",1
"494",2636,1,NA,4,NA,80,NA,6,0,NA,NA,19,0,"2018 - 2019","Bad Lauchstädt",0
"495",2645,1,NA,13,NA,80,NA,7,1,NA,NA,19,0,"2018 - 2019","Bad Lauchstädt",1
"496",2649,1,NA,4,NA,90,NA,7,0,NA,NA,19,0,"2018 - 2019","Bad Lauchstädt",0
"497",2651,1,NA,4,NA,120,NA,15,1,NA,NA,19,0,"2018 - 2019","Bad Lauchstädt",1
"498",171,1,NA,7,NA,100,NA,10,1,NA,NA,27,0,"2018 - 2019","Bad Lauchstädt",1
"499",172,1,NA,5,NA,110,NA,10,1,NA,NA,27,0,"2018 - 2019","Bad Lauchstädt",1
"500",2137,1,NA,4,NA,50,NA,5,0,NA,NA,27,0,"2018 - 2019","Bad Lauchstädt",0
"501",2141,1,NA,4,NA,90,NA,13,0,NA,NA,27,0,"2018 - 2019","Bad Lauchstädt",0
"502",2503,1,NA,4,NA,100,NA,13,0,NA,NA,27,0,"2018 - 2019","Bad Lauchstädt",0
"503",156,1,NA,NA,NA,NA,NA,NA,0,NA,NA,16,0,"2018 - 2019","Bad Lauchstädt",0
"504",157,1,NA,5,NA,100,NA,8,2,NA,NA,16,0,"2018 - 2019","Bad Lauchstädt",1
"505",158,1,NA,14,NA,115,NA,13,1,NA,NA,16,0,"2018 - 2019","Bad Lauchstädt",1
"506",160,1,NA,5,NA,125,NA,5,0,NA,NA,16,0,"2018 - 2019","Bad Lauchstädt",0
"507",160,1,NA,8,NA,117,NA,6,0,NA,NA,16,0,"2018 - 2019","Bad Lauchstädt",0
"508",162,1,NA,5,NA,60,NA,6,0,NA,NA,16,0,"2018 - 2019","Bad Lauchstädt",0
"509",2142,1,NA,4,NA,62,NA,7,0,NA,NA,16,0,"2018 - 2019","Bad Lauchstädt",0
"510",2305,1,NA,5,NA,120,NA,7,1,NA,NA,16,0,"2018 - 2019","Bad Lauchstädt",1
"511",2307,1,NA,4,NA,70,NA,5,0,NA,NA,16,0,"2018 - 2019","Bad Lauchstädt",0
"512",2346,1,NA,3,NA,75,NA,7,0,NA,NA,16,0,"2018 - 2019","Bad Lauchstädt",0
"513",2481,1,NA,4,NA,105,NA,9,1,NA,NA,16,0,"2018 - 2019","Bad Lauchstädt",1
"514",2481,1,NA,4,NA,95,NA,6,0,NA,NA,16,0,"2018 - 2019","Bad Lauchstädt",0
"515",2481,1,NA,3,NA,50,NA,6,0,NA,NA,16,0,"2018 - 2019","Bad Lauchstädt",0
"516",2635,1,NA,4,NA,75,NA,9,0,NA,NA,16,0,"2018 - 2019","Bad Lauchstädt",0
"517",2650,1,NA,4,NA,70,NA,3,0,NA,NA,16,0,"2018 - 2019","Bad Lauchstädt",0
"518",0,1,NA,4,NA,30,NA,4,0,NA,NA,16,0,"2018 - 2019","Bad Lauchstädt",0
"519",3398,1,NA,4,NA,68,NA,5,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"520",3399,1,NA,5,NA,89,NA,7,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"521",3400,1,NA,4,NA,94,NA,7,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"522",3401,1,NA,6,NA,144,NA,10,0,NA,NA,17,0,"2018 - 2019","Bad Lauchstädt",0
"523",3402,1,NA,5,NA,35,NA,7,0,NA,NA,17,0,"2018 - 2019","Bad Lauchstädt",0
"524",3403,1,NA,4,NA,66,NA,5,0,NA,NA,17,0,"2018 - 2019","Bad Lauchstädt",0
"525",142,1,NA,NA,NA,NA,NA,NA,0,NA,NA,8,0,"2018 - 2019","Bad Lauchstädt",0
"526",143,1,NA,NA,NA,NA,NA,NA,0,NA,NA,8,0,"2018 - 2019","Bad Lauchstädt",0
"527",144,1,NA,10,NA,85,NA,13,0,NA,NA,8,0,"2018 - 2019","Bad Lauchstädt",0
"528",145,1,NA,5,NA,91,NA,8,0,NA,NA,7,0,"2018 - 2019","Bad Lauchstädt",0
"529",3404,1,NA,4,NA,71,NA,6,0,NA,NA,7,0,"2018 - 2019","Bad Lauchstädt",0
"530",3405,1,NA,7,NA,77,NA,13,0,NA,NA,7,0,"2018 - 2019","Bad Lauchstädt",0
"531",3406,1,NA,4,NA,65,NA,5,0,NA,NA,7,0,"2018 - 2019","Bad Lauchstädt",0
"532",146,1,NA,10,NA,100,NA,12,2,NA,NA,5,0,"2018 - 2019","Bad Lauchstädt",1
"533",147,1,NA,NA,NA,NA,NA,NA,0,NA,NA,8,0,"2018 - 2019","Bad Lauchstädt",0
"534",148,1,NA,5,NA,75,NA,11,0,NA,NA,8,0,"2018 - 2019","Bad Lauchstädt",0
"535",149,1,NA,3,NA,64,NA,7,0,NA,NA,8,0,"2018 - 2019","Bad Lauchstädt",0
"536",149,1,NA,4,NA,97,NA,8,0,NA,NA,8,0,"2018 - 2019","Bad Lauchstädt",0
"537",149,1,NA,4,NA,107,NA,8,0,NA,NA,8,0,"2018 - 2019","Bad Lauchstädt",0
"538",150,1,NA,NA,NA,NA,NA,NA,0,NA,NA,13,0,"2018 - 2019","Bad Lauchstädt",0
"539",151,1,NA,4,NA,72,NA,9,0,NA,NA,13,0,"2018 - 2019","Bad Lauchstädt",0
"540",151,1,NA,5,NA,54,NA,6,1,NA,NA,13,0,"2018 - 2019","Bad Lauchstädt",1
"541",152,1,NA,4,NA,80,NA,6,0,NA,NA,13,0,"2018 - 2019","Bad Lauchstädt",0
"542",153,1,NA,5,NA,90,NA,14,0,NA,NA,13,0,"2018 - 2019","Bad Lauchstädt",0
"543",3407,1,NA,4,NA,60,NA,5,0,NA,NA,13,0,"2018 - 2019","Bad Lauchstädt",0
"544",154,1,NA,NA,NA,NA,NA,NA,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"545",155,1,NA,NA,NA,NA,NA,NA,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"546",159,1,NA,5,NA,85,NA,15,1,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",1
"547",161,1,NA,5,NA,70,NA,8,1,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",1
"548",161,1,NA,5,NA,45,NA,9,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"549",161,1,NA,5,NA,100,NA,6,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"550",163,1,NA,3,NA,85,NA,7,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"551",165,1,NA,6,NA,95,NA,7,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"552",166,1,NA,11,NA,100,NA,10,3,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",1
"553",167,1,NA,4,NA,70,NA,4,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"554",2352,1,NA,7,NA,100,NA,12,2,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",1
"555",2353,1,NA,4,NA,60,NA,10,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"556",2354,1,NA,6,NA,65,NA,5,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"557",2354,1,NA,7,NA,80,NA,7,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
"558",2354,1,NA,7,NA,60,NA,6,0,NA,NA,9,0,"2018 - 2019","Bad Lauchstädt",0
